1	4898333047591511551	去吧皮卡丘	
2	-8615193618895402256	开心消消乐	
3	6089322793131317741	刀塔传奇	
4	792480771283613521	捕鱼达人3	
5	-3922138340130218945	雷电2014(雷霆版)	
6	-8023804156793169014	街机千炮捕鱼	
7	-4418866799866883968	天天跑酷HD	
8	-7549418422091402945	影之刃	
9	-9196796619620227421	放开那三国	
10	-2402596537127762894	全民奥特曼(飞机大战)	
